"timestamp","flight","code","track","id","lon","lat","alt","dist"
"1",2015-12-05 00:18:44,"AAL125","A01112",0,"A01112AAL1250",-118.58771,34.00397,3575,12112.3551167019
"2",2015-12-05 00:18:42,"AAL125","A01112",0,"A01112AAL1250",-118.58614,34.00562,3600,11958.4154438552
"3",2015-12-05 00:18:41,"AAL125","A01112",0,"A01112AAL1250",-118.56344,34.01578,3625,9872.15891276471
"4",2015-12-05 00:18:39,"AAL125","A01112",0,"A01112AAL1250",-118.56344,34.01578,3650,9872.15891276471
"5",2015-12-05 00:18:36,"AAL125","A01112",0,"A01112AAL1250",-118.56344,34.01578,3675,9872.15891276471
"6",2015-12-05 00:18:22,"AAL125","A01112",0,"A01112AAL1250",-118.56344,34.01578,3725,9872.15891276471
"7",2015-12-05 00:18:16,"AAL125","A01112",0,"A01112AAL1250",-118.55461,34.01586,3900,9059.77486087096
"8",2015-12-05 00:18:15,"AAL125","A01112",0,"A01112AAL1250",-118.55461,34.01586,3975,9059.77486087096
"9",2015-12-05 00:18:14,"AAL125","A01112",0,"A01112AAL1250",-118.55461,34.01586,4000,9059.77486087096
"10",2015-12-05 00:18:12,"AAL125","A01112",0,"A01112AAL1250",-118.55083,34.01569,4000,8710.52061170588
"11",2015-12-05 00:18:11,"AAL125","A01112",0,"A01112AAL1250",-118.55021,34.01563,4025,8652.98543322175
"12",2015-12-05 00:18:07,"AAL125","A01112",0,"A01112AAL1250",-118.54399,34.01527,4025,8077.66082491949
"13",2015-12-05 00:18:06,"AAL125","A01112",0,"A01112AAL1250",-118.54399,34.01527,4075,8077.66082491949
"14",2015-12-05 00:17:59,"AAL125","A01112",0,"A01112AAL1250",-118.53367,34.01465,4075,7122.921076061
"15",2015-12-05 00:17:58,"AAL125","A01112",0,"A01112AAL1250",-118.51995,34.01385,4175,5853.81329749176
"16",2015-12-05 00:17:53,"AAL125","A01112",0,"A01112AAL1250",-118.51995,34.01385,4225,5853.81329749176
"17",2015-12-05 00:17:47,"AAL125","A01112",0,"A01112AAL1250",-118.51995,34.01385,4275,5853.81329749176
"18",2015-12-05 00:17:45,"AAL125","A01112",0,"A01112AAL1250",-118.5133,34.01349,4325,5238.89663895977
"19",2015-12-05 00:17:42,"AAL125","A01112",0,"A01112AAL1250",-118.5133,34.01349,4350,5238.89663895977
"20",2015-12-05 00:17:40,"AAL125","A01112",0,"A01112AAL1250",-118.51087,34.01331,4375,5013.81978197753
"21",2015-12-05 00:17:37,"AAL125","A01112",0,"A01112AAL1250",-118.50752,34.01311,4400,4703.90308184581
"22",2015-12-05 00:17:34,"AAL125","A01112",0,"A01112AAL1250",-118.50162,34.0128,4425,4158.40586959581
